"","district","DistrictName","year","district_year","bodilyHarm","robberyFromOrOutOfCars","robberyOfCars","dangerousBodilyHarm","violentCrime","murderAndManslaughter","robberyIncludingExtortionAndAttackOfCarDrivers","vandalism","vandalismGraffiti","streetCrime","burglaryDaylight","burglary","EastWest","HusbandAndWifeTotal","PropwHochschulreife","PropwoHauptschulabschluss","UnemployedTotal","UnemployedTotal15to25","UnemployedPercentage","TotalArea","TotalPopulation","MalePopulation","FemalePopulation","DensityPerSQRTkm","Pop0to17","Pop18to24","Pop25to44","Pop45to64","PopOver65","InfluxTotal","OutflowTotal","BelieversProtestant","BelieversTotal","BelieversRomanCatholic","BelieversOthersNoNoResponse","EntitledVoteTotal","TurnoutPercentage","VoteConservativesTotal","VoteSocialDemocratsTotal","VoteGreensTotal","VoteLiberalsTotal","VoteLeftTotal","VoteOthersTotal","FoundationsDensity100k","FoundationsTotal","ForeignersTotal","MarriagePercentage","MalePercentage","YouthPercentage","ForeignerPercentage","FlowPercentage","MurderRate","CrimeViolent","ViolentCrimeRate","CrimeNonViolent","NonViolentCrimeRate","CrimeTotal","CrimeRate"
"106",5774,"Paderborn",2013,"5774y2013",1086,956,63,412,566,3,120,1755,211,4488,145,365,1,1459,40.3,2.9,10087,1125,6.9,1246.8,296688,147341,149347,238,18.3,9.4,26.3,29.1,17,15715,15297,52078,294602,174048,68476,227078,71,81916,36911,11506,8047,8423,12600,17.6,52,18464,0.491762390120261,49.6619344226932,0.0031683114922073,6.2233727012889,10.4527314889716,1.01116324219382,415,139.877581836812,8103,2731.15191716551,10170,3427.84339103705
"107",5911,"Bochum",2013,"5911y2013",2466,2924,152,872,1337,9,417,3810,489,9116,750,1549,1,1387,46.2,4,19112,1696,11.4,145.66,361734,174396,187338,2483,14.2,8.6,26.1,29.3,21.8,17764,16821,118286,362286,118791,125209,279860,72.3,59659,79434,18334,7227,15896,19358,14.1,51,32498,0.383430918851974,48.2111164557382,0.00237743756461931,8.98394953197654,9.56089281073938,2.48801605599695,881,243.549127259257,19207,5309.70270972593,23891,6604.57684375812
"108",5913,"Dortmund",2013,"5913y2013",3975,6593,336,1935,3257,19,1221,6362,1291,20325,1293,2464,1,2183,43.8,6.3,38511,3659,14.6,280.71,575944,281116,294828,2052,15.6,8.7,26.7,28.6,20.4,30562,25469,184189,571143,162520,224434,420647,68.1,82316,111863,27155,11246,22221,28686,12.3,70,76194,0.379029905685275,48.8096064895198,0.00151056352700957,13.2294111927549,9.72854999791646,3.29893184059561,1954,339.269095606517,39885,6925.15244537663,49071,8520.09917630881
"109",5914,"Hagen",2013,"5914y2013",1010,979,55,320,553,2,212,1817,240,3783,318,630,1,743,45.3,3.7,10154,1104,11.8,160.35,185996,89907,96089,1160,16,7.9,23.4,30.1,22.6,7905,7318,64190,187944,54719,69035,136908,67.1,31370,33795,5948,3874,6410,9306,13.3,25,24338,0.399470956364653,48.3381363040065,0.00424740316996064,13.0852276393041,8.1845846147229,1.07529194176219,322,173.122002623712,8034,4319.44773005871,9919,5332.91038516957
"110",5915,"Hamm",2013,"5915y2013",793,1092,47,297,455,4,120,1724,245,4019,168,348,1,786,35.8,5.5,9416,891,11.5,226.43,176048,85813,90235,777,17.5,8.4,24.6,29.2,20.4,6647,6595,56786,176037,65872,53379,128218,69.7,33474,33562,5226,3424,5509,7192,6.8,12,19654,0.446469144778697,48.7440925202218,0.00477142597473416,11.1640007270744,7.52181223302736,2.27210760701627,301,170.976097427974,7763,4409.59283831682,9312,5289.46650913387
"111",5916,"Herne",2013,"5916y2013",1015,1093,80,246,409,3,146,1592,169,3963,292,619,1,650,43.3,5.9,10510,975,15.2,51.42,154417,74675,79742,3003,15.8,8,24.3,29.9,22,7011,6228,49697,155160,49373,56090,115053,68.3,21938,34208,4608,2163,6288,8202,4.5,7,19389,0.420938109146014,48.359312769967,0.00518077672795094,12.5562599972801,8.57353788766781,1.9427912729816,249,161.251675657473,7954,5150.98726176522,9627,6234.41719499796
"112",5954,"Ennepe-Ruhr-Kreis",2013,"5954y2013",1328,1332,91,395,589,4,173,2922,429,5141,554,1079,1,1816,47.8,4.3,12779,976,8.3,408.44,322731,155738,166993,790,15.1,7.4,22.3,32.2,23,15200,14806,135387,326049,76898,113765,257169,73.9,63986,70531,15929,8707,11908,16831,19.1,62,24471,0.562697726589637,48.2562877442824,0.00229293126473751,7.58247580802588,9.29752642293427,1.23942230526352,399,123.632374950036,11721,3631.81720999842,14037,4349.442724746
"113",5958,"Hochsauerlandkreis",2013,"5958y2013",949,846,43,232,358,9,89,1824,194,3240,92,311,1,1159,42.5,3.8,7497,753,5.8,1960.17,261999,129615,132384,134,17.1,7.9,22.6,31.2,21.2,10939,11543,40782,266509,181319,44410,205948,73.7,74530,42054,7161,7625,7055,11621,11.3,30,15742,0.442368100641605,49.4715628685606,0.00301527868426979,6.00841987946519,8.58094878224726,3.4351276149909,241,91.985083912534,6639,2533.97913732495,8187,3124.82108710339
"114",5962,"Märkischer Kreis",2013,"5962y2013",2117,1984,105,583,875,14,234,3888,275,6558,449,974,1,1901,41.4,6.3,15864,1604,7.9,1061.06,416240,203569,212671,392,16.9,7.9,22.9,31.2,21.1,28505,30577,154743,423819,131179,137896,313028,70,89552,69679,12493,10400,12629,21764,13,55,42838,0.4567076686527,48.9066403997694,0.001897943494138,10.2916586584663,14.1942148760331,3.36344416682683,597,143.426869113973,14467,3475.6390543917,18056,4337.88199115895
"115",5966,"Olpe",2013,"5966y2013",560,304,31,170,209,1,33,951,79,1335,68,170,1,697,44.6,5.5,3653,405,5.3,712.14,134947,67266,67681,189,17.8,8.1,23.9,31.1,19,5711,5910,18366,136491,95949,22175,103997,73.7,41421,18641,3204,3725,2947,6020,12.5,17,9393,0.516499070005261,49.8462359296613,0.00600235648069242,6.96051042261036,8.61152897063291,0.741031664283015,171,126.716414592396,2971,2201.60507458484,3911,2898.17483901087
"116",5970,"Siegen-Wittgenstein",2013,"5970y2013",1112,644,38,381,483,1,81,2302,344,3553,133,322,1,1303,46.1,3.2,8678,1095,6.4,1132.89,274904,135077,139827,243,16.3,8.8,23.7,30.4,20.8,14737,14452,147073,276834,58360,71401,215751,72.6,64307,49563,9937,7327,8920,14842,21.7,60,19589,0.473983645199779,49.136062043477,0.00320111748101155,7.12576026540174,10.6178884265053,0.363763350114949,382,138.957599743911,7417,2698.03276780258,9394,3417.19291097983
"117",5974,"Soest",2013,"5974y2013",1245,954,75,372,521,4,118,2479,271,5065,226,549,1,1427,47.5,3.6,10355,967,7.1,1328.64,294971,144777,150194,222,17.4,7.7,23.2,31.2,20.4,14781,14570,74042,296875,162003,60830,232311,72.3,74380,50439,11565,8218,8721,12823,14.8,44,17911,0.483776371236494,49.0817741405087,0.00261042610968536,6.07212234423045,9.95046970719156,1.35606551152486,376,127.470158083337,9737,3301.00247142939,11879,4027.17555285096
"118",5978,"Unna",2013,"5978y2013",1676,1807,127,556,872,5,272,3565,577,7780,620,1362,1,1654,47.5,5.2,19835,1728,10.7,543.21,391622,189556,202066,721,16.3,7.6,22.6,31.9,21.6,18018,17517,149061,396060,132338,114661,309941,72.9,74304,90103,16331,8579,14017,20286,10.9,43,27935,0.422346037760902,48.4027965742476,0.00194064684823631,7.13315390861596,9.07380075685227,1.27674134752389,561,143.25037919218,16110,4113.66062172197,19219,4907.53839161232
"119",6411,"Darmstadt",2013,"6411y2013",574,459,29,315,438,1,109,1098,282,2275,91,208,1,733,57.7,2.3,5072,483,7.4,122.09,149743,75275,74468,1226,15.7,10.8,30.4,25.5,17.7,13282,11574,47431,143499,27716,68352,104846,74.3,23789,20896,13613,3859,6199,8050,55.5,81,23789,0.489505352503957,50.2694616776744,0.00721235717195462,15.8865522929286,16.5991064690837,0.667810849255057,316,211.028228364598,4551,3039.20717495976,5879,3926.05998277048
"120",6412,"Frankfurt am Main",2013,"6412y2013",3914,5609,284,2176,3315,34,1016,7296,1664,19380,838,2130,1,2807,40.6,4.9,26233,1950,8.3,248.31,701350,344952,356398,2824,15.9,7.7,34.3,26.1,16,60667,50228,139322,667925,155034,373569,414972,70.7,97081,76466,41563,20188,24462,28141,76.7,519,184615,0.400228131460754,49.1840022813146,0.00109788265487987,26.3228060169673,15.8116489627148,4.84779354102802,2210,315.106580166821,38217,5449.06252227846,47656,6794.89555856562
"121",6413,"Offenbach am Main",2013,"6413y2013",568,929,41,314,558,8,210,902,131,2680,219,460,1,414,37.3,6.2,6899,530,12.5,44.89,119203,58963,60240,2655,18,8.5,29.2,26.6,17.6,14127,12713,20836,113443,28840,63767,66773,65.6,14271,11699,5312,2168,3821,5346,26.1,30,37276,0.347306695301293,49.4643591184786,0.00713069301947099,31.2710250580942,22.516211840306,6.71124048891387,322,270.127429678783,5572,4674.37900052851,7020,5889.11352902192
"122",6414,"Wiesbaden",2013,"6414y2013",1635,1606,72,792,1062,13,222,2350,221,4867,261,555,1,1444,39.7,5.8,10773,1198,8.3,203.92,273871,130760,143111,1343,17.2,7.5,27.9,27.8,19.6,17694,16466,76160,269121,61723,131238,189698,69.8,50187,36041,15133,8801,7668,11853,34,92,44345,0.527255532714307,47.7451062726612,0.00273851557850229,16.1919297771579,12.4730256215518,4.74676033607063,805,293.934005425912,10154,3707.58495788163,13656,4986.28916533697
"123",6431,"Bergstra�<U+009F>e",2013,"6431y2013",537,752,28,228,324,10,79,1051,66,2577,132,353,1,1232,45.2,2.6,6250,364,5.1,719.52,262322,128647,133675,365,16,7.4,23.1,32.3,21.2,16662,15050,82931,260741,98624,79186,199685,74.3,61337,39838,12520,7975,7025,15864,16.8,44,25292,0.469651801983821,49.0416358521207,0.0028209604989288,9.64158553228475,12.0889593705446,3.81210878233621,238,90.7281890196019,5038,1920.54040454098,6137,2339.49115971973
"124",6432,"Darmstadt-Dieburg",2013,"6432y2013",583,619,39,236,308,7,56,1067,104,2144,125,330,1,1343,33.2,4.9,7652,787,5.6,658.65,285407,140871,144536,433,17,7.6,24,31.7,19.7,20780,19388,112556,282601,66750,103295,213250,76.1,60354,46391,17114,8100,8872,16991,12.7,36,31086,0.470556083067339,49.3579344585101,0.00266286391013535,10.8918141461141,14.0739365187259,2.45263781196677,243,85.141569758275,4484,1571.08970697986,5618,1968.41703251847
"125",6433,"Gro�<U+009F>-Gerau",2013,"6433y2013",454,645,38,202,289,5,67,1064,72,2298,210,394,1,967,30.1,4.6,8311,872,6.8,453.05,257301,127204,130097,568,17.4,7.8,26.3,29.4,19.1,19630,17110,75718,251050,54456,120875,174002,73.2,45389,37781,13129,5762,7693,13935,10.7,27,45021,0.375824423535081,49.4378179641743,0.00303146897991069,17.497405762123,14.2789961951178,1.94324934609659,207,80.450522928399,4788,1860.8555738221,5738,2230.07294958045
"126",6434,"Hochtaunuskreis",2013,"6434y2013",600,644,67,213,309,9,69,1382,171,2337,306,713,1,1172,46.4,3.1,4555,324,4.6,482.02,229167,110265,118902,475,17.8,6.3,23.1,30.5,22.2,16802,15433,72334,226130,58790,95006,164977,78.9,56153,27994,12609,11738,5594,13592,59.5,135,29268,0.511417437938272,48.115566377358,0.00274908691041904,12.7714723324039,14.0661613583108,3.92726701488434,222,96.8725863671471,5689,2482.46911640856,6820,2975.99567127902
"127",6435,"Main-Kinzig-Kreis",2013,"6435y2013",908,1034,80,350,582,16,175,2042,318,4038,268,746,1,2180,33.7,4.1,10988,1202,5.8,1397.55,404995,198091,206904,290,16.6,7.5,24.3,30.9,20.6,27291,24660,144937,400862,111915,144010,300303,72.8,85862,59401,17961,11075,12372,25479,15.2,61,46133,0.53827825034877,48.9119618760725,0.00185187471450265,11.3910048272201,12.8275657724169,3.95066605760565,366,90.3714860677292,8701,2148.42158545167,10557,2606.69884813393
"128",6436,"Main-Taunus-Kreis",2013,"6436y2013",621,801,51,275,356,3,64,1202,67,2547,250,610,1,766,44.5,2.9,5400,460,5,222.39,228021,110818,117203,1025,17.7,6.4,25,30.1,20.8,17338,15338,61221,224059,69897,92941,165510,78.7,55420,29250,12914,10134,5573,14238,26.2,59,28822,0.3359339709939,48.5999096574438,0.00280675902658089,12.6400638537679,14.330259055087,1.31566829370979,278,121.918595217107,5592,2452.40569947505,6847,3002.79360234364
"129",6437,"Odenwaldkreis",2013,"6437y2013",193,110,6,76,102,0,22,370,25,514,22,59,1,423,35.5,3.1,2990,360,6.6,623.98,96201,47380,48821,154,16.1,8,22.3,31.8,21.7,6141,6101,48020,96613,17077,31516,72165,73.1,19374,15937,4210,2438,3154,5783,26.9,26,10243,0.439704368977453,49.2510472864107,0.00831592187191401,10.6474984667519,12.7254394444964,0,76,79.0012577831831,1128,1172.54498393988,1499,1558.19586074989
"130",6438,"Offenbach",2013,"6438y2013",831,1203,77,375,582,6,175,1684,216,4153,331,798,1,1191,41.5,3.5,9964,937,6.2,356.3,338300,165651,172649,949,16.8,7.1,25.2,30.2,20.6,24085,21861,79160,332327,103901,149267,238993,75.2,74005,43948,16963,11180,9484,19461,11.7,39,50912,0.352054389595034,48.9657109074786,0.00209872893881171,15.0493644694059,13.5814365947384,1.77357375110848,381,112.621933195389,8637,2553.05941472066,10431,3083.3579663021
"131",6439,"Rheingau-Taunus-Kreis",2013,"6439y2013",420,450,24,149,203,3,35,952,109,1432,119,306,1,1030,41.2,4.9,4142,303,4.9,811.48,181190,88594,92596,223,16.5,7,22.4,32.3,21.8,12364,11488,57914,180226,58615,63697,138232,77.6,46154,26761,10020,7099,4673,10196,21.6,39,15750,0.568464043269496,48.8956344169104,0.00386334786688007,8.69253270048016,13.1640819029748,1.65572051437717,152,83.8898393951101,3427,1891.38473425686,4202,2319.11253380429
"132",6440,"Wetteraukreis",2013,"6440y2013",786,762,82,292,408,15,89,1609,102,2681,187,451,1,1294,46.3,4.3,8225,865,6,1100.73,295408,145084,150324,268,17,7.5,23.9,31.3,20.2,20699,18392,135117,292573,59205,98251,224114,74.1,65501,44800,14519,9239,8449,19235,22.9,67,26029,0.438038238639441,49.1130910469588,0.00253886150679738,8.8112034880572,13.2328846882955,5.07772301359476,307,103.924064344906,5963,2018.5641553377,7464,2526.67497156475
"133",6531,"Gie�<U+009F>en",2013,"6531y2013",880,649,70,350,512,22,111,1341,116,2544,176,476,1,1054,43,3.7,9457,971,7.9,854.64,253820,124134,129686,297,15.6,10.3,26.2,29,18.9,26557,25424,131648,251238,40402,79188,195638,73.2,53098,41316,14215,6964,9322,14819,32.1,81,19545,0.415254905050823,48.9063115593728,0.00405799385391222,7.7003388227878,20.4794736427389,8.66755968796785,372,146.56055472382,5483,2160.19226223308,7247,2855.17295721377
"134",6532,"Lahn-Dill-Kreis",2013,"6532y2013",584,490,35,216,320,25,62,962,85,1793,144,312,1,1116,28.2,4,8330,905,6.9,1066.52,251327,123096,128231,236,16.7,8.1,23.3,30.9,21.1,13982,13855,138177,253441,36995,78269,192843,68.9,54660,38980,9262,5653,6716,14151,19.8,50,19336,0.444043019651689,48.9784225331938,0.00322289288456871,7.69356256987908,11.0760085466345,9.94720026101453,241,95.8910105161801,3883,1544.99914454078,5028,2000.58091649524
"135",6533,"Limburg-Weilburg",2013,"6533y2013",464,615,32,212,280,11,39,793,46,1481,99,235,1,764,38.7,3.6,5222,557,6.6,738.48,169964,83781,86183,230,17.1,7.7,23.4,31.6,20.1,11489,10932,53739,170696,74890,42067,130580,71.3,41292,24715,6159,4602,4214,9632,16.4,28,13775,0.449506954413876,49.2933797745405,0.00453037113741734,8.10465745687322,13.1916170483161,6.47195876773905,223,131.20425501871,3340,1965.12202584077,4307,2534.06603751383
"136",6534,"Marburg-Biedenkopf",2013,"6534y2013",835,389,31,251,371,11,83,1454,255,1838,71,208,1,1090,39.6,4.1,5928,655,5.2,1262.55,241656,117854,123802,191,16.2,10.8,25.5,28.7,18.9,17251,16335,130608,241226,44020,66598,184686,70.9,46993,42749,13443,5111,8720,10893,34.8,84,18627,0.45105439136624,48.7693249908962,0.00446916277683981,7.70806435594399,13.8982686132353,4.55192505048499,262,108.418578475188,4329,1791.38941304996,5797,2398.86450160559
"137",6535,"Vogelsbergkreis",2013,"6535y2013",275,217,12,91,119,5,15,446,16,656,25,82,1,470,29.3,3.9,2661,310,5.2,1458.99,106383,52712,53671,73,15.3,7.3,21.7,32.9,22.8,4872,4947,73965,108509,16399,18146,87084,73,24755,19108,4454,3271,3336,6681,18.5,20,3953,0.441799911640018,49.549270090146,0.00686199862760027,3.71581925683615,9.22985815402837,4.69999906000019,96,90.2399819520036,1469,1380.85972382806,1959,1841.45963170807
"138",6611,"Kassel",2013,"6611y2013",936,1012,121,483,769,16,246,1747,356,3787,200,422,1,882,44.1,6.6,9947,1153,11.3,106.78,194087,93967,100120,1818,15.3,9.9,28.1,27,19.7,14497,13066,80373,190765,28547,81845,142558,68.5,28003,30040,14267,3882,9883,9252,49.5,95,25130,0.454435382070927,48.4148861077764,0.00510080530895938,12.947801759005,14.2013633061462,8.24372575185355,499,257.101196885933,7891,4065.70249424227,10095,5201.2757165601
"139",6631,"Fulda",2013,"6631y2013",622,486,26,249,342,7,74,1137,241,1856,45,131,1,992,33,3.3,4138,446,4,1380.39,216314,106118,110196,157,17.5,8.5,24,29.8,20.2,12690,12046,43277,216179,134536,38366,169080,73.3,65276,24218,7900,5700,5245,12720,25.5,55,11202,0.458592601495973,49.057388795917,0.00392947289588284,5.17858298584465,11.435228417948,3.23603650249175,256,118.346477805413,3996,1847.31455199386,5216,2411.30948528528
"140",6632,"Hersfeld-Rotenburg",2013,"6632y2013",391,368,21,136,207,7,59,626,41,958,31,133,1,484,23.3,3.5,3211,380,5.8,1097.13,119651,59158,60493,109,15.8,7.1,22.5,31.3,23.3,6435,6227,80850,120694,12148,27696,96830,72.6,25618,24865,4289,2637,3674,7145,7.5,9,5743,0.40450978261778,49.4421275208732,0.005933924497079,4.79979273052461,10.5824439411288,5.85034809571169,143,119.514253955253,2237,1869.60409858672,2978,2488.90523271849
"141",6633,"Kassel",2013,"6633y2013",407,375,79,198,256,3,44,965,128,1363,117,285,1,1056,32.5,3.3,6415,697,5.9,1292.92,233352,113798,119554,180,15.6,6.9,21.7,32.1,23.7,13287,12790,141049,234933,31306,62578,191012,75.5,46470,54063,12180,5344,8383,13250,8.5,20,9609,0.452535225753368,48.7666700949638,0.00295690630463849,4.11781343206829,11.1749631458055,1.28561143679934,201,86.1359662655559,3356,1438.17066063286,4220,1808.42675443107
"142",6634,"Schwalm-Eder-Kreis",2013,"6634y2013",413,403,39,165,244,8,56,813,90,1214,67,209,1,753,39.9,5.2,5042,626,6,1538.49,179429,89142,90287,117,15.9,7.5,22.7,32,22,9282,9151,124427,181851,21376,36047,145635,75.1,36369,39851,8040,4707,5758,10866,21,38,7226,0.419664602711936,49.6809322907668,0.00417992632183203,4.02721968020777,10.273144252044,4.45858807662084,173,96.4169671569256,2891,1611.22226618885,3721,2073.80077913827
"143",6635,"Waldeck-Frankenberg",2013,"6635y2013",412,327,22,135,192,3,44,607,59,1074,33,110,1,778,31.2,4.9,4373,524,5.8,1848.45,156607,77326,79281,85,16.5,7.5,22.2,31.8,22,8093,7965,101766,158990,23472,33752,126432,71,35329,27750,6767,5140,4454,7828,13.3,21,7470,0.496784945755937,49.3758261124982,0.00478905796037214,4.76990172853065,10.2536923636874,1.91562318414886,138,88.1186664708474,2276,1453.3194557076,3018,1927.11692325375
"144",6636,"Werra-Mei�<U+009F>ner-Kreis",2013,"6636y2013",328,239,32,95,137,6,25,707,79,946,23,79,1,459,28.2,4.8,3429,392,7.7,1024.7,100356,48909,51447,98,14.8,7.1,21,32.3,24.8,5337,5130,68823,102124,12133,21168,83373,73.3,20254,22048,4579,2377,3910,5857,23.6,24,3531,0.457371756546694,48.7355016142533,0.00707481366335844,3.51847423173502,10.4298696639962,5.97871577185221,101,100.641715492845,2130,2122.44409900753,2696,2686.43628681892
"145",7111,"Koblenz",2013,"7111y2013",1077,485,46,343,429,2,77,1980,889,3240,100,198,1,578,44.8,5.7,3708,335,7.2,105.13,110643,53188,57455,1052,14.4,9.5,27.1,27.5,21.5,8561,7391,20312,107825,56040,31473,85008,70.6,25379,15596,5668,3404,3524,5675,31.5,34,9905,0.522400874885894,48.0717261824065,0.00858617354916262,8.95221568467956,14.4175411006571,1.80761548403424,345,311.813670995906,7015,6340.21131025008,8866,8013.15944072377
"146",7131,"Ahrweiler",2013,"7131y2013",596,427,54,211,258,1,35,1061,136,2111,124,304,1,611,39.8,3.7,2913,317,5,786.99,126102,61536,64566,160,15.6,7.5,21.1,32.4,23.4,8885,8063,17466,125883,79962,28457,100486,75.3,37355,16409,5118,4750,3540,7451,15.9,20,7992,0.48452839764635,48.7985916163106,0.00594756625588809,6.33772660227435,13.4399137206388,0.793008834118412,212,168.117872833103,4252,3371.87356267149,5318,4217.22097984172
"147",7132,"Altenkirchen (Westerwald)",2013,"7132y2013",704,245,38,231,270,0,32,883,51,1086,47,141,1,569,28.4,3.9,3953,469,6.4,642,128373,63240,65133,200,16.8,8.2,22.3,31.8,20.9,8961,9230,44451,130570,55034,31085,101640,71.3,32813,20638,4151,3244,3831,6742,10.8,14,6609,0.443239622038902,49.2626954266084,0.00638763602938312,5.14827884368208,14.170425245184,0,231,179.944380827744,2523,1965.36654904069,3728,2904.03745335857
"148",7133,"Bad Kreuznach",2013,"7133y2013",871,412,27,270,372,4,79,1144,68,1736,79,218,1,784,35.9,4.7,5829,630,7.9,863.7,155297,75420,79877,180,16.4,7.4,22.4,32.3,21.6,11011,10415,68096,155599,50108,37395,121082,72.4,35392,26840,6038,5002,4646,8210,29,45,11198,0.504839114728552,48.5650076949329,0.00476506307269297,7.21069949838052,13.7967893777729,2.57570976902323,274,176.436119178091,3763,2423.0989652086,5280,3399.93689511066
"149",7134,"Birkenfeld",2013,"7134y2013",393,204,16,107,132,2,13,563,48,691,35,106,1,337,26.8,3.7,2914,331,7.6,776.55,80673,39697,40976,104,15.2,7.4,21.4,32.9,23,5165,5036,46129,82778,18627,18022,66391,67.2,17943,13868,2183,2234,2839,4609,23.1,19,3492,0.417735797602668,49.2072936422347,0.00917283353786273,4.32858577219144,12.6448749891537,2.47914419942236,109,135.113358868519,1676,2077.52283911594,2310,2863.41155033283
"150",7135,"Cochem-Zell",2013,"7135y2013",301,128,15,72,83,2,7,318,30,496,34,66,1,323,17.2,8.1,1358,163,4.5,719.97,63202,31485,31717,88,15.9,7.5,21.3,32.4,22.9,4083,3965,6664,64188,47393,10130,50837,74.6,20832,7817,1783,2193,1541,3111,3.1,2,2897,0.511059776589348,49.8164615043828,0.0118667130787,4.5837157051992,12.7337742476504,3.16445682098668,74,117.084902376507,1094,1730.95788107971,1552,2455.61849308566
"151",7137,"Mayen-Koblenz",2013,"7137y2013",860,472,45,286,350,3,47,1236,108,1956,136,324,1,1163,23.1,6,5596,639,5.5,817.26,209785,102901,106884,257,16.3,7.6,23.2,32.3,20.6,13573,13052,30670,210307,133725,45913,166969,72.3,57173,31839,7524,5989,5350,11029,19.5,41,10165,0.554377100364659,49.0506947589198,0.00362275663178969,4.84543699501871,12.6915651738685,1.43003551254856,289,137.760087708845,4324,2061.15785208666,5823,2775.69892985676
"152",7138,"Neuwied",2013,"7138y2013",811,439,43,237,330,4,72,1211,143,1888,159,327,1,806,21.3,8.7,5540,643,6.6,626.88,179454,87750,91704,286,17,7.9,21.9,31.8,21.4,11347,10907,47476,180674,80292,52904,138693,72.9,45192,28228,6510,4779,5134,9894,25.5,46,11986,0.449140169625642,48.8983249189207,0.00440224235737292,6.67914897411036,12.4009495469591,2.22898347208755,241,134.296254193275,4282,2386.12680686973,5664,3156.24059647598
"153",7140,"Rhein-Hunsrück-Kreis",2013,"7140y2013",276,259,19,101,132,0,24,526,60,792,24,83,1,519,25.7,4.4,2652,287,5.3,963.39,100770,49780,50990,105,16.4,7.6,22.4,32.6,21,6893,6725,36198,102323,47534,18590,80609,73.5,26705,15828,3621,3617,2904,5458,20.7,21,4647,0.515034236379875,49.399622903642,0.00754192716086137,4.61149151533194,13.5139426416592,0,101,100.2282425325,1787,1773.34524163938,2296,2278.4558896497
"154",7141,"Rhein-Lahn-Kreis",2013,"7141y2013",495,171,21,139,177,0,24,681,35,825,48,125,1,636,31.6,7.7,2779,192,4.8,782.34,121375,59764,61611,155,15.7,7.4,22.1,32.5,22.3,8674,8510,57422,123203,36911,28870,97109,72.5,28180,21663,4815,3390,3672,7514,15.5,19,6479,0.52399588053553,49.2391349124614,0.00609680741503605,5.33800205973224,14.1577754891864,0,139,114.521112255407,1930,1590.11328527291,2741,2258.29042224511
"155",7143,"Westerwaldkreis",2013,"7143y2013",827,539,62,202,251,2,29,1069,156,1546,120,272,1,844,21,6.1,4519,479,4.6,988.97,198704,98331,100373,201,17.2,7.8,23.3,32,19.7,15201,14597,56723,200058,97520,45816,154628,73.7,53139,29874,6661,5953,5565,11155,13,26,12263,0.424752395522989,49.4861703840889,0.00392543683066269,6.17149126338675,14.9961752153958,1.00652226427249,204,102.665270955794,3793,1908.86947419277,5075,2554.05024559143
"156",7211,"Trier",2013,"7211y2013",893,366,39,305,413,1,101,1466,123,2389,56,152,1,578,41.7,4.6,3146,384,6.2,117.13,107233,51782,55451,916,13.7,13,29.8,25.7,17.7,13806,12987,13587,105671,67832,24252,81697,69.2,21562,14859,7151,2936,4192,5153,44.2,47,9516,0.539013176913823,48.2892393199854,0.0121231337368161,8.87413389534938,24.985778631578,0.932548748985853,306,285.359917189671,4692,4375.51873024162,6304,5878.78731360682
"157",7231,"Bernkastel-Wittlich",2013,"7231y2013",508,298,40,149,186,3,19,551,38,918,57,98,1,557,25.2,5.7,2341,297,4.3,1167.59,110643,54811,55832,95,16.1,7.6,22.7,32.3,21.2,7554,7311,17275,112319,77069,17976,87870,72.4,31077,14470,3872,3984,3093,6044,11.6,13,6529,0.503420912303535,49.5386061477003,0.0068689388393301,5.90096074762976,13.4351020850845,2.71142322605135,152,137.378776786602,2019,1824.78783113256,2865,2589.40918087904
"158",7232,"Eifelkreis Bitburg-Prüm",2013,"7232y2013",284,229,27,89,117,0,17,374,17,589,82,136,1,432,34.8,3.9,1636,240,3.6,1626.26,96158,47973,48185,59,17,8.3,23.1,31.9,19.7,7339,6824,6393,95775,77872,11509,73484,71.9,26721,11738,3395,3219,2132,4664,19.8,19,7811,0.449260591942428,49.8897647621623,0.00863162711370869,8.12308908255163,14.7288837122236,0,89,92.5560015807317,1471,1529.77391376693,1961,2039.35189999792
"159",7233,"Vulkaneifel",2013,"7233y2013",258,151,11,68,80,1,7,344,47,496,27,56,1,288,31.1,5,1562,191,5.3,911.05,60765,30112,30653,67,16.3,7.6,21,32.2,22.9,4066,4114,6696,61947,45726,9525,48954,71.4,18560,7538,1751,2071,1603,2877,9.8,6,2715,0.473957047642557,49.5548424257385,0.0125071998683453,4.46803258454703,13.4616967004032,1.64568419320332,69,113.552209331029,1139,1874.43429605859,1546,2544.22776269234
"160",7235,"Trier-Saarburg",2013,"7235y2013",406,242,24,130,157,1,18,637,28,858,60,142,1,635,25.9,7.4,2795,348,3.9,1101.49,144337,70958,73379,131,17.1,7.4,23.8,32.5,19.2,10271,9445,11582,142228,111163,19483,112106,75.5,39347,21551,6006,3905,4496,7366,10.5,15,9862,0.439942634251786,49.1613377027373,0.00512689054088695,6.83262088030096,13.6596991762334,0.692823046065804,131,90.7598190346204,2009,1391.8814995462,2703,1872.70069351587
